chr	coor_s	coor_e	ids1	chr2	coor_s2	coor_e2	ids2	identity
11	111947344	111950108	id1223	11	112186187	112188949	id1226	0.949491
12	132692200	132693667	id1613	12	132693682	132695254	id1614	0.962857
15	22769591	22782169	id2084	15	28463185	28856539	id2116	0.955339
1	77102069	77103282	id201	5	58147485	58148642	id5167	0.909728
2	177949042	177951899	id3760	5	52437215	52439511	id5153	0.927161
3	183179195	183183622	id4698	3	183477575	183479412	id4699	0.923858
10	93206629	93209672	id907	8	62846239	62857129	id6408	0.903668
13	36522108	36524643	id1720	6	83647653	83650414	id5610	0.923045
17	27417880	27429206	id2719	17	30551847	30581923	id2745	0.918689
1	91642552	91644339	id233	15	99258502	99260277	id2337	0.918367
3	126081704	126082987	id4586	3	126128458	126129755	id4587	0.913355
16	74842586	74844129	id2565	16	74908644	74909910	id2567	0.940895
20	23711468	23778790	id3913	20	23841405	23860594	id3916	0.924533
16	30536409	30538486	id2441	4	99989949	99991490	id4914	0.918435
1	147082028	147083575	id322	7	12471352	12472879	id5800	0.936352
17	19282949	19284122	id2666	18	31966788	31967954	id3037	0.916667
7	149930517	150306674	id6260	7	153705617	153824661	id6278	0.983367
1	23969079	23972008	id81	5	31722450	31725877	id5119	0.928058
17	62612389	62615477	id2904	4	60352490	60355274	id4829	0.950198
12	55992352	55994706	id1476	5	6530713	6533201	id5082	0.904925
22	11016724	11068956	id4143	22	43032309	43040224	id4341	0.932642
11	60180611	60182098	id1122	11	60334526	60336003	id1123	0.929492
14	105545422	105573554	id2016	14	105578422	105580454	id2017	0.974765
16	31531587	31533929	id2445	16	31845017	31847010	id2458	0.911469
2	44643759	44644784	id3504	3	167547669	167548684	id4667	0.962488
10	36438658	36439701	id718	17	42939087	42940703	id2826	0.90566
16	31362011	31363382	id2442	16	31410331	31411525	id2443	0.918367
19	6495203	6496213	id3119	6	3224754	3225826	id5430	0.929494
1	71053123	71054375	id193	12	58245506	58246833	id1486	0.908727
19	34568741	34574245	id3252	19	34667660	34672573	id3255	0.901216
19	877735	878860	id3103	19	878883	879918	id3104	0.916418
22	38957757	38964074	id4316	22	38988116	38993669	id4318	0.946764
17	63861628	63885147	id2908	17	63885471	63899952	id2909	0.959708
16	20858073	20862643	id2415	5	178906868	178910710	id5394	0.943396
17	35955665	35964710	id2785	17	63317858	63328342	id2906	0.903488
1	153378629	153380170	id348	3	72884335	72885826	id4481	0.90081
3	13208908	13212160	id4404	3	129358717	129366572	id4597	0.923101
9	76398617	76399666	id6647	9	125194574	125196242	id6757	0.93
14	95086229	95090665	id2002	5	67855818	67860261	id5183	0.940319
9	5318053	5341849	id6528	9	5393023	5404948	id6529	0.935277
12	76057565	76059684	id1513	20	34243474	34246515	id3963	0.901279
8	141630632	141632737	id6505	8	141632812	141634944	id6506	0.954816
14	35538362	35539692	id1907	9	105526380	105527706	id6733	0.993213
13	38586214	38587633	id1723	4	27627573	27628945	id4794	0.918129
21	10415685	10521034	id4053	7	152376304	152395765	id6272	0.964599
12	12198903	12200865	id1362	4	173615263	173616934	id5015	0.900613
19	9688843	9696913	id3129	19	9722363	9725203	id3130	0.911287
12	42430818	42431838	id1440	3	180976119	180977153	id4691	0.95098
12	101922192	101923572	id1547	4	122739372	122740719	id4956	0.907046
19	44416416	44419262	id3320	20	30471769	30595084	id3945	0.913028
8	33721190	33723134	id6364	8	73650980	73652175	id6419	0.900506
15	77906295	77958908	id2275	9	128251102	128256357	id6761	0.900814
11	1095529	1097491	id975	11	1097569	1099571	id976	0.930066
17	18570603	18627470	id2660	17	18776763	18848096	id2662	0.990036
12	70015996	70018423	id1506	9	6456194	6458577	id6534	0.905605
10	27412608	27413703	id677	10	32109880	32110968	id708	0.902484
2	228574273	228575677	id3830	4	31115180	31116593	id4796	0.975
2	193527984	193529394	id3778	5	78992722	78994112	id5206	0.924583
19	54367169	54376134	id3410	19	54491677	54500577	id3411	0.923015
5	163829914	163831487	id5349	5	163947138	163948711	id5350	0.90629
10	26670345	26675384	id650	10	26917376	26922669	id657	0.915117
19	55201492	55204055	id3424	19	55204784	55206962	id3425	0.935484
14	20876458	20906048	id1869	14	20906511	20936689	id1870	0.917839
9	34722955	34730060	id6583	9	34832017	34839125	id6585	0.916868
7	66708324	66734457	id6043	7	73943245	73973000	id6084	0.918261
5	141193668	141194870	id5317	5	141209133	141216504	id5319	0.952471
14	106476875	106478209	id2044	14	106719156	106721480	id2058	0.931682
12	9408670	9508440	id1342	12	31042401	31107937	id1404	0.980696
10	14986873	15026905	id618	3	8681885	8694004	id4377	0.914179
16	26031702	26032921	id2425	18	32032544	32034312	id3038	0.902885
10	400471	402231	id584	10	402393	404172	id585	0.954468
17	47682402	47683638	id2867	7	149320580	149321863	id6249	0.950617
22	22704161	22717672	id4218	22	22761911	22776923	id4220	0.903941
21	9594592	9699780	id4049	4	189652576	189685335	id5040	0.972075
3	68975219	68976266	id4478	6	122138363	122140042	id5670	0.91448
21	5677596	5796009	id4028	21	7200002	7324129	id4036	0.926712
11	118397321	118399211	id1242	3	112245964	112247866	id4554	0.92766
12	7812517	7814531	id1316	8	86504851	86506947	id6444	0.917794
12	103222113	103223119	id1549	12	103228103	103229111	id1550	0.976
1	67659192	67660501	id188	14	21209429	21211923	id1875	0.904096
3	12787325	12788707	id4398	6	28969068	28970453	id5482	0.9
2	164215	179094	id3451	3	196014583	196029182	id4727	0.924367
11	1600000	1611460	id984	11	71535734	71540660	id1154	0.925291
14	67615386	67616541	id1962	15	71163264	71165515	id2241	0.90447
11	118678040	118679093	id1245	11	118690945	118691995	id1247	0.96381
11	64305802	64316720	id1136	13	19543521	19563661	id1641	0.95398
20	23662348	23711445	id3912	20	23711468	23778790	id3913	0.929543
14	106692240	106719145	id2057	14	106738786	106766554	id2060	0.978289
17	5022227	5024703	id2627	18	12056128	12057823	id2998	0.917307
10	37373994	37382636	id736	17	33639249	33647669	id2767	0.91763
7	97818634	98019406	id6140	8	46705381	46752126	id6380	0.913125
1	201583677	201586210	id466	14	39004298	39006837	id1912	0.937376
1	99822353	99824979	id244	5	123615711	123616764	id5277	0.976008
11	22186856	22189263	id1033	4	143560155	143562551	id4972	0.956067
5	1289177	1290467	id5071	5	1290479	1291768	id5072	0.918541
7	93993350	93994386	id6136	7	150749935	150751432	id6267	0.904348
9	89853918	89861821	id6678	9	128130471	128138388	id6760	0.970335
10	30361089	30364362	id694	2	24238934	24242110	id3482	0.915439
13	98437381	98439065	id1839	6	71050974	71052665	id5594	0.957662
12	79308861	79313608	id1516	4	56933329	56935841	id4827	0.926829
17	42939087	42940703	id2826	5	23971231	23972290	id5110	0.90748
1	23966444	23967725	id80	9	105709012	105710723	id6734	0.941363
12	123407491	123409350	id1572	2	91415822	91839817	id3592	0.979224
12	29277282	29284801	id1397	2	130002976	130241112	id3679	0.900099
10	102880327	102881489	id932	6	110894513	110895690	id5647	0.961505
1	169387007	169388220	id411	14	68866672	68868030	id1964	0.906744
2	100509294	100510358	id3618	5	180982290	180987560	id5406	0.937319
2	46758517	46762314	id3506	6	113222152	113226239	id5656	0.925466
11	55361336	55370469	id1099	11	55485136	55493691	id1100	0.906703
12	11304113	11333245	id1357	12	11350315	11383292	id1358	0.907689
19	54725629	54790329	id3420	19	54807054	54868186	id3421	0.903485
7	56709152	56712609	id5931	7	64144837	64147924	id5991	0.915007
12	6536491	6538367	id1311	12	62755251	62756330	id1491	0.909091
4	143808946	143812094	id4974	7	111454915	111458064	id6181	0.996188
7	150603360	150609883	id6264	7	150675005	150682698	id6266	0.941765
15	22290673	22308242	id2082	2	13368854	13423411	id3478	0.961237
4	45340554	45341902	id4817	5	121468735	121470089	id5274	0.944321
1	12847096	12849522	id42	1	13004384	13117600	id45	0.929875
7	66424034	66501953	id6029	7	66842752	66858970	id6052	0.915612
1	227535271	227540385	id522	2	131791143	132220279	id3687	0.908079
7	100991064	100996301	id6157	7	100996455	101004221	id6158	0.953981
11	4217829	4280777	id995	11	4285816	4341822	id996	0.980044
17	20707853	20767465	id2677	2	195713599	195716237	id3781	0.916716
13	92245978	92247333	id1828	15	23450937	23452313	id2094	0.925351
1	42984413	42986332	id150	22	41901063	41902969	id4327	0.923523
2	30516901	30518537	id3487	6	84718532	84720210	id5612	0.902302
12	44834453	44835532	id1445	17	81918268	81919349	id2967	0.971243
12	107271393	107273544	id1557	9	128694638	128696391	id6762	0.948658
1	157356466	157380475	id379	1	157485670	157512574	id380	0.909215
1	23960928	23963425	id79	1	117776534	117778730	id280	0.989507
1	102860202	102862607	id250	4	167614260	167616407	id5008	0.935303
1	16724992	16761850	id61	3	18905303	18911455	id4421	0.970468
7	142061125	142071352	id6227	7	142090182	142099971	id6229	0.928965
11	90282659	90284173	id1196	12	49269463	49273184	id1451	0.959136
7	128856193	128858804	id6201	7	128912374	128914390	id6203	0.964
1	111648229	111649309	id269	2	189311190	189312586	id3773	0.904225
10	32900396	32901444	id710	19	14622240	14623288	id3147	0.998092
17	20562527	20618710	id2674	5	55936649	55940081	id5163	0.955694
14	57202627	57203685	id1946	6	70307467	70308524	id5592	0.986742
12	6536491	6538367	id1311	5	174513329	174514509	id5364	0.917808
5	43174443	43176242	id5137	6	145488553	145490329	id5697	0.919521
22	23631491	23644932	id4243	22	25314206	25328057	id4267	0.927044
6	167357872	167387433	id5749	6	167387479	167392651	id5750	0.928151
3	197677745	197679118	id4735	3	197679125	197680553	id4736	0.927547
14	41645955	41647126	id1917	21	14627287	14628449	id4067	0.949138
19	56318241	56319758	id3430	2	156584943	156586154	id3724	0.935054
22	49383944	49385910	id4360	22	49386637	49388496	id4361	0.951087
16	90057010	90081310	id2596	5	23504111	23528577	id5108	0.932943
15	76978969	76980529	id2270	8	61578138	61579905	id6405	0.903081
10	132717589	132719612	id957	10	132719636	132721717	id958	0.923229
3	91286235	91516820	id4517	6	57334867	57758927	id5569	0.976857
17	45414926	45592740	id2848	17	67823309	67843112	id2929	0.911705
2	203764235	203765529	id3800	5	123636082	123637472	id5278	0.903923
21	9737343	9767383	id4050	4	189548960	189617305	id5039	0.974951
15	45462791	45463989	id2194	17	66798377	66799676	id2927	0.927193
11	10271213	10272283	id1007	15	58686386	58687456	id2218	0.967198
11	48318543	48380669	id1064	11	50000000	50069395	id1084	0.951826
2	144869381	144870509	id3707	2	144871433	144872560	id3708	0.974245
15	19987818	20428912	id2068	22	31057439	31062134	id4296	0.965576
5	109588529	109589660	id5255	6	19612857	19614093	id5457	0.900943
12	50217110	50219065	id1454	2	127846278	127847787	id3672	0.908
21	10325509	10414915	id4052	22	17014088	17038567	id4172	0.979386
1	174841966	174843219	id419	15	49156321	49158632	id2200	0.924635
1	33403534	33404873	id128	3	45068656	45070016	id4459	0.926848
19	40830651	40855617	id3295	19	40861515	40887676	id3296	0.965371
10	35927421	35941249	id712	10	37615762	37634291	id747	0.916368
10	103245957	103247720	id934	2	210019666	210020822	id3811	0.971453
6	2997856	2999413	id5421	6	3054428	3057148	id5425	0.949799
14	72960348	72972913	id1972	17	38833448	38837495	id2802	0.90962
15	81657769	81664058	id2289	15	81703624	81709985	id2290	0.978306
19	54939159	54940305	id3422	19	54982316	54983462	id3423	0.930192
13	19525791	19533813	id1640	13	24572073	24578156	id1682	0.924032
17	32105978	32111789	id2762	17	82614575	82616648	id2968	0.946497
3	96349446	96352236	id4525	5	127510213	127512839	id5282	0.930448
1	168055346	168056485	id405	2	206115546	206116563	id3803	0.938431
1	243101897	243212177	id553	4	118418032	118578683	id4950	0.984755
2	177550748	177553458	id3758	2	177616686	177619446	id3759	0.934147
17	20309890	20560909	id2673	17	37854617	37856216	id2796	0.939606
15	65769703	65771296	id2231	4	99899552	99901152	id4913	0.967985
1	51271186	51273252	id168	2	189928360	189930396	id3776	0.928819
6	56974715	56976080	id5565	6	158841116	158842187	id5728	0.911565
2	9583976	9585345	id3472	3	141599258	141600326	id4627	0.951219
22	42479610	42489336	id4334	22	42529035	42536680	id4337	0.950843
17	3282143	3285399	id2621	17	3410862	3414359	id2622	0.921479
19	9650971	9661502	id3128	19	9688843	9696913	id3129	0.90842
15	85279587	85286411	id2307	15	86875259	86876808	id2311	0.916329
18	79356782	79357825	id3091	18	79357856	79358977	id3092	0.974113
1	823659	867135	id6	8	227151	236239	id6302	0.986753
13	52162644	52168321	id1762	13	52371943	52377778	id1770	0.926769
14	105700906	105778039	id2023	14	105848837	105849966	id2024	0.959111
19	51210633	51212109	id3350	19	51224645	51226120	id3351	0.906929
3	94130199	94131307	id4522	6	107064428	107065546	id5639	0.914894
8	49718141	49719474	id6387	8	123446546	123447774	id6479	0.917628
19	20310654	20316426	id3174	19	20531557	20535723	id3175	0.902037
12	128942098	128944680	id1582	9	4711157	4713095	id6524	0.912637
7	43961330	44041894	id5879	7	67208418	67303348	id6057	0.984377
17	30616128	30780078	id2748	19	14280079	14300340	id3140	0.965607
5	181129593	181130787	id5412	5	181147380	181148565	id5413	0.950127
10	45671834	45675172	id799	10	45676295	45806813	id800	0.924976
14	34540666	34547856	id1901	14	34555246	34562448	id1902	0.999861
20	34013929	34014953	id3958	22	24686848	24690592	id4258	0.946746
1	144551803	145520644	id312	7	55470612	55473048	id5898	0.995483
22	18339129	18433513	id4179	22	24701278	24703178	id4260	0.902208
12	33936580	33967529	id1417	12	38255528	38260556	id1429	0.961016
11	82805194	82807184	id1177	9	30688951	30690960	id6561	0.908168
16	32607545	32608837	id2462	5	180681027	180683980	id5404	0.90603
21	44549784	44552210	id4121	21	44636680	44637963	id4128	0.932
15	57714533	57717555	id2216	4	68039504	68042511	id4836	0.987691
19	21857089	21878043	id3199	19	22901904	22918168	id3224	0.928048
7	5527149	5529666	id5777	9	6834446	6836166	id6536	0.91452
4	7452806	7454137	id4774	4	7454242	7455651	id4775	0.927287
11	121236575	121240495	id1252	7	136260542	136264756	id6217	0.906475
11	96717279	96718284	id1207	6	61898278	61899282	id5577	0.981076
1	202940829	202942221	id471	14	94634202	94635590	id2000	0.922275
2	149819886	149823752	id3714	5	178315783	178318217	id5384	0.939975
1	235109392	235112017	id538	11	77314430	77317403	id1171	0.91532
13	110946316	110947931	id1845	13	112432786	112434412	id1851	0.975851
11	118657912	118659983	id1244	11	118687661	118690618	id1246	0.925902
10	92115174	92116257	id904	16	14965460	15030910	id2395	0.99169
11	88407980	88409195	id1187	12	6536491	6538367	id1311	0.900084
13	98862878	98864013	id1840	5	63301069	63302183	id5178	0.970377
17	68122255	68160553	id2946	4	102726965	102728479	id4916	0.900963
19	19808861	19813377	id3167	19	20674496	20676240	id3178	0.906832
7	56479597	56501129	id5924	7	63891854	63892910	id5975	0.906844
12	129855070	129857012	id1584	12	129857024	129858989	id1585	0.960622
9	320095	321254	id6522	9	321315	322474	id6523	0.993097
11	130876979	130878557	id1281	21	13429266	13986920	id4060	0.913628
11	54566289	54742345	id1097	6	98930628	98931680	id5628	0.942966
19	22259078	22268380	id3207	19	22800138	22810569	id3222	0.913534
14	105659877	105670138	id2020	14	105700906	105778039	id2023	0.937373
12	7872040	7874352	id1319	12	8018505	8019911	id1327	0.915108
12	6536491	6538367	id1311	15	64528471	64529609	id2230	0.919965
17	32113096	32120046	id2763	17	67921759	67925543	id2935	0.907627
13	70073615	70074728	id1797	15	36740020	36741115	id2154	0.925139
1	89103118	89104954	id226	2	25822284	25824089	id3485	0.930809
1	4043198	4045223	id27	1	98356909	98358899	id243	0.914634
1	189746091	189747614	id441	11	32019701	32021215	id1046	0.968877
10	103302795	103303964	id935	19	22138921	22140092	id3204	0.982021
14	94361177	94362507	id1998	14	94369230	94370967	id1999	0.938838
5	141157192	141158255	id5313	5	141246679	141247890	id5323	0.945736
7	65942618	65949300	id6017	7	66000000	66004662	id6020	0.945067
6	35252768	35254416	id5536	7	130614784	130616431	id6208	0.946439
13	63716791	63727377	id1787	13	63758930	63769516	id1789	0.998772
4	110412990	110415774	id4937	7	63166265	63168943	id5970	0.929864
7	22489733	22541005	id5810	7	90182863	90185346	id6126	0.974918
15	46238738	46259685	id2197	21	14000000	14054483	id4063	0.926991
2	3294458	3295673	id3464	2	3295702	3296770	id3465	0.90381
1	248074024	248092304	id569	1	248271143	248282615	id572	0.914218
14	23948147	24047428	id1885	14	24047434	24052371	id1886	0.941333
2	106367374	106515037	id3627	6	160914613	160917663	id5740	0.907709
12	6536491	6538367	id1311	4	87207113	87208188	id4902	0.909767
4	70025412	70036909	id4862	4	70047670	70059238	id4863	0.906926
1	202891119	202893426	id469	22	20451509	20453240	id4195	0.965157
12	9641695	9643984	id1344	16	58707135	58708296	id2538	0.907407
12	62941712	62943585	id1492	3	108691419	108693231	id4548	0.969222
22	16680506	16766359	id4168	3	75871438	75924352	id4492	0.96335
2	32202630	32204228	id3490	4	105678820	105680096	id4926	0.915482
5	136550714	136552022	id5291	6	114421514	114422889	id5658	0.953988
13	89359752	89361475	id1811	2	173908529	173910261	id3747	0.945349
12	87746694	87749422	id1522	4	79941886	79944610	id4881	0.998164
11	86195138	86196777	id1182	13	21530688	21531840	id1664	0.921329
21	32540051	32556467	id4096	6	156245577	156260195	id5725	0.918974
19	52937053	52944272	id3376	19	53332386	53338821	id3386	0.91022
10	89139265	89140761	id897	5	32354457	32355942	id5120	0.939824
14	20873492	20876121	id1868	14	20906511	20936689	id1870	0.949237
17	27198561	27200000	id2716	17	31078593	31080033	id2752	0.902954
20	23780966	23782205	id3914	20	23869892	23871088	id3917	0.913339
7	149889693	149930483	id6259	7	152762380	152803227	id6276	0.985022
20	1937315	1938440	id3884	22	30543830	30544914	id4293	0.9631
17	35809480	35811531	id2782	19	36760820	36785923	id3268	0.932506
16	31550677	31556809	id2447	16	31799746	31805872	id2455	0.935286
4	39769235	39771686	id4808	6	31899083	31902057	id5514	0.955519
11	83788857	83791605	id1179	18	70324641	70327115	id3079	0.93706
10	79500987	79551117	id869	10	80209920	80258685	id882	0.978273
11	58833509	58838644	id1116	11	58994963	58999951	id1118	0.914816
2	151801030	151803131	id3718	22	24690598	24693136	id4259	0.945172
1	79521066	79523651	id209	1	240170156	240171537	id544	0.904348
11	50287131	50310635	id1093	7	35841534	35899245	id5852	0.926502
15	52547045	52552105	id2208	5	180982290	180987560	id5406	0.933775
3	198078434	198094117	id4743	5	84921547	84928410	id5224	0.911782
3	160500169	160502202	id4662	6	85290755	85293027	id5614	0.951831
17	22706725	22719006	id2704	21	9527143	9592921	id4048	0.92657
12	14216581	14221614	id1365	14	38106582	38107646	id1911	0.906427
7	56629696	56658590	id5929	7	64055868	64088501	id5985	0.919418
18	10604204	10656105	id2989	18	12167145	12231381	id3004	0.979032
12	8095598	8097765	id1328	7	37582954	37585653	id5859	0.948901
2	53756641	53761414	id3511	8	20156660	20158403	id6342	0.905855
12	9346074	9347791	id1339	12	9366503	9368260	id1340	0.91085
12	2681076	2686372	id1297	12	2737552	2742711	id1299	0.908079
19	34512394	34514083	id3250	19	34577817	34579339	id3253	0.90819
12	53153258	53154631	id1469	17	2586186	2587880	id2616	0.901543
7	65007222	65106458	id6008	7	66842752	66858970	id6052	0.902351
14	32267263	32272213	id1898	3	44748743	44754370	id4458	0.989887
6	11786721	11791173	id5448	6	17319386	17323841	id5451	0.921529
19	57816864	57823624	id3436	19	57849726	57865394	id3439	0.914434
11	39893396	39894773	id1054	7	27377511	27378888	id5826	0.944041
1	57087392	57088797	id175	15	56309722	56311127	id2214	0.985053
7	142040874	142061049	id6226	7	142071464	142087389	id6228	0.918985
7	63382524	63852324	id5973	7	67958656	67963291	id6063	0.902145
2	143071350	143072856	id3705	9	74722507	74724417	id6642	0.907148
12	8773318	8774405	id1333	21	36050911	36051999	id4109	0.970315
7	66005677	66009961	id6021	7	66142788	66144482	id6024	0.939665
1	817367	821400	id5	8	374401	378397	id6304	0.943651
2	55634080	55636395	id3516	3	3980360	3982133	id4370	0.910959
6	57967068	58278598	id5571	6	61163811	61177037	id5576	0.964908
12	16989032	16990619	id1370	7	66422704	66423986	id6028	0.928063
1	44129350	44135360	id153	12	62231660	62235436	id1489	0.907164
12	6001922	6027040	id1309	22	16680506	16766359	id4168	0.970497
2	91415822	91839817	id3592	22	23670225	23679116	id4245	0.928681
10	35947146	35964869	id713	10	37389294	37407141	id737	0.932144
17	5181098	5182208	id2631	17	5182254	5183363	id2632	0.926829
10	45876423	45997277	id802	10	49845538	50021727	id820	0.988489
1	78316175	78317300	id204	5	62389875	62391019	id5174	0.950893
5	178723194	178725485	id5388	5	178866961	178869310	id5392	0.958479
7	5527149	5529666	id5777	9	100731360	100733289	id6724	0.908571
10	21452296	21453639	id635	4	122429623	122430633	id4955	0.922156
5	100045937	100050844	id5247	5	134923612	134928518	id5286	0.906849
22	39020021	39066093	id4319	22	39069234	39080941	id4320	0.927496
5	178837750	178840763	id5391	5	180671933	180675958	id5403	0.955444
18	58983968	58986480	id3061	7	155104684	155106401	id6282	0.945185
7	23586524	23588257	id5815	7	24430901	24433024	id5818	0.975638
1	2551369	2554047	id22	1	2567635	2570293	id23	0.973288
3	121931831	121932878	id4569	5	87091931	87092974	id5228	0.977906
15	99776878	99881395	id2340	15	101738310	101794394	id2345	0.970185
15	72682053	72683710	id2246	15	75512491	75514448	id2258	0.904473
2	130401225	130719935	id3683	22	15200000	15934152	id4157	0.956386
14	106638163	106660764	id2054	14	106864649	106867225	id2064	0.901262
3	149960738	149962136	id4638	7	83470877	83472032	id6116	0.980017
1	15667766	15669044	id50	11	98970709	98971985	id1210	0.951779
11	86819394	86821772	id1183	2	197550272	197552391	id3784	0.946275
3	197617792	197667517	id4734	5	1653370	1655684	id5077	0.951494
4	175140540	175144643	id5016	4	175216259	175220985	id5017	0.909336
22	18518836	18659561	id4181	22	24179310	24184938	id4251	0.950758
10	133613105	133616129	id967	5	169970406	169971689	id5356	0.921924
14	105700906	105778039	id2023	5	64226678	64227806	id5179	0.964413
7	124234645	124239652	id6194	7	124239662	124244671	id6195	0.943594
11	63541624	63543362	id1133	5	102233985	102235733	id5251	0.962025
8	31082636	31084015	id6360	8	31084038	31085482	id6361	0.948905
11	50258215	50266697	id1090	6	28791624	28799989	id5480	0.910196
1	585988	817292	id4	14	32484097	32485118	id1899	0.942214
4	158359381	158360737	id4995	8	116528487	116529538	id6473	0.926175
3	195614422	195693524	id4719	5	1653370	1655684	id5077	0.951146
3	197981392	197999867	id4738	9	94493674	94513394	id6704	0.902827
15	40123488	40125292	id2159	15	40153334	40155456	id2161	0.971159
18	77432059	77435355	id3082	5	71564781	71567817	id5190	0.920345
14	106081822	106090749	id2031	16	33804109	33806609	id2472	0.909599
7	32712678	32790280	id5839	7	34853198	34880022	id5845	0.954651
1	11920064	11926403	id39	16	14965460	15030910	id2395	0.983131
6	149940663	149963750	id5705	6	150069429	150079012	id5715	0.904969
16	15399874	15408619	id2398	16	28616390	28621057	id2432	0.923233
11	123596744	123599457	id1260	20	3489302	3491010	id3887	0.930164
19	23871227	23876567	id3240	19	23966281	23971964	id3241	0.912134
4	28822008	28824187	id4795	6	128927753	128929968	id5674	0.908163
1	89399224	89437351	id227	3	153953023	153954164	id4647	0.936452
16	1225687	1238837	id2358	16	1239041	1245200	id2359	0.984738
2	106276910	106286990	id3626	2	109673785	109683520	id3639	0.934491
13	21216658	21259567	id1656	6	5578079	5593857	id5437	0.929483
15	82190662	82270742	id2291	15	84066812	84150491	id2297	0.952855
21	46381956	46383196	id4135	21	46383273	46384618	id4136	0.907618
5	43174443	43176242	id5137	7	130839128	130840881	id6210	0.90468
20	5471339	5475268	id3892	20	5500236	5504461	id3893	0.962897
15	82304055	82534139	id2294	15	85524540	85526401	id2310	0.919713
6	110848542	110849622	id5645	8	133643673	133644726	id6496	0.915385
1	168055346	168056485	id405	7	64582730	64583739	id6003	0.938124
18	61815142	61816598	id3068	9	5417664	5419109	id6530	0.910603
3	177020859	177025524	id4680	6	127654125	127659716	id5673	0.941433
7	56787891	57137555	id5933	7	102132361	102139669	id6164	0.901983
14	54806746	54819037	id1941	7	63097253	63108064	id5966	0.920562
1	16617272	16688784	id58	3	18905303	18911455	id4421	0.970305
1	42041288	42042845	id147	10	43385859	43387097	id783	0.909241
3	13933447	13937673	id4409	3	14818261	14821790	id4413	0.916308
17	64948097	65005097	id2925	17	68187980	68192027	id2948	0.944699
19	52955454	52956544	id3378	19	52980104	52983941	id3379	0.907919
9	134572854	134573879	id6778	9	134573941	134574966	id6779	0.938296
19	21929572	21940120	id3201	19	22928618	22940031	id3226	0.940107
16	34626883	34659165	id2489	16	34666374	34710855	id2490	0.939484
3	198007771	198011102	id4739	9	94520481	94524703	id6705	0.911206
2	80139415	80141018	id3557	5	138506094	138508818	id5295	0.94625
12	30860180	30862389	id1402	14	39103292	39108929	id1913	0.9315
19	53665825	53667078	id3400	19	53668213	53669562	id3401	0.969624
11	127940315	127941714	id1271	8	26432501	26434127	id6354	0.91252
1	168676917	168678231	id409	12	95514497	95515839	id1539	0.954198
14	106081822	106090749	id2031	14	106589272	106591148	id2051	0.900979
2	186948237	186957257	id3770	3	160050097	160056608	id4659	0.90041
1	164849170	164851510	id400	15	36399255	36401591	id2151	0.95382
22	25426105	25427123	id4273	22	25575611	25576630	id4279	0.964567
2	9583976	9585345	id3472	4	163933198	163934266	id4998	0.93515
2	106263941	106268697	id3625	2	109685127	109689806	id3640	0.934168
4	119332069	119471276	id4952	4	165211302	165216617	id5004	0.981537
4	102886542	102976301	id4919	7	46327338	46329622	id5882	0.911871
1	28095058	28096388	id98	15	43131043	43132683	id2172	0.947964
6	32475493	32482949	id5524	6	32560086	32570702	id5526	0.946421
1	229570428	229571640	id530	14	25266240	25267449	id1887	0.935634
10	49515152	49517557	id817	12	126509694	126510901	id1575	0.904167
21	44549784	44552210	id4121	21	44627136	44628966	id4127	0.93886
7	57278438	57287572	id5940	7	67909222	67920036	id6062	0.906723
11	123872985	123874522	id1261	3	190593504	190595047	id4712	0.916227
11	93861747	93864367	id1200	2	11424545	11425985	id3475	0.901569
1	248074024	248092304	id569	1	248286536	248295646	id574	0.919052
10	29695915	29698653	id691	5	62511763	62514645	id5175	0.992562
10	45676295	45806813	id800	6	166585585	166586660	id5744	0.949153
1	16474442	16599132	id56	1	21411103	21427993	id70	0.949091
17	32008863	32104799	id2761	17	60166682	60171137	id2894	0.921988
13	92554549	92574126	id1832	15	99755499	99776217	id2339	0.92173
12	122768780	122771061	id1571	20	34243474	34246515	id3963	0.918049
12	7437685	7439621	id1313	13	19646440	19648380	id1645	0.977237
1	67278050	67279702	id186	11	127940315	127941714	id1271	0.910112
10	45671834	45675172	id799	10	50021989	50200897	id821	0.928906
3	44598353	44599699	id4455	7	137131918	137133258	id6219	0.950301
1	109103111	109104766	id263	2	70088080	70089142	id3533	0.913894
1	39718563	39720007	id142	16	72002919	72003943	id2555	0.941406
2	155082485	155085074	id3720	2	155472644	155475222	id3721	0.978666
5	141123111	141124314	id5310	5	141193668	141194870	id5317	0.936816
10	89788710	89791695	id899	3	131046991	131049963	id4603	0.903957
21	14000000	14054483	id4063	22	50432257	50442552	id4362	0.902485
10	99932370	99936602	id924	10	99959784	99964012	id925	0.982894
12	51240340	51243762	id1457	2	202199468	202201875	id3793	0.952596
14	106312950	106373299	id2039	14	106587424	106589224	id2050	0.900677
5	123636082	123637472	id5278	6	112361389	112362737	id5652	0.903274
1	248420938	248519266	id576	1	248528795	248588406	id577	0.988116
1	210857588	210861295	id494	13	24121032	24123815	id1673	0.927865
2	175310420	175311464	id3751	22	29410818	29411866	id4287	0.934866
12	112505822	112509913	id1561	8	58420161	58426864	id6399	0.939235
17	76563826	76565348	id2958	9	103205021	103206549	id6727	0.98285
4	145622599	145626069	id4981	5	139493901	139497974	id5299	0.923593
1	39718563	39720007	id142	8	27735073	27736248	id6357	0.951931
12	122146328	122147339	id1568	18	12737263	12738307	id3007	0.920714
