chr,coor_s,coor_e,ids,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in,jumps
19,34825905,34827607,id3259,1702,7635031,23780009,0,1,1.0,0,0,0,69.0,69.0,69.0,3.885,1.31,1.139,1.139,12.312,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34825855,34825905,34827607,34827657,0.38,0.32,0.345475910693302,1.0
19,35349602,35351588,id3260,1986,8158728,23256028,0,0,1.0,1,1,0,51.333,51.5,52.0,1.0,0.577,1.139,1.139,4.6,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35349552,35349602,35351588,35351638,0.46,0.7,0.621852970795569,1.0
19,35357924,35360991,id3261,3067,8167050,23246625,0,1,1.0,0,0,0,50.25,50.5,51.0,1.0,0.5,1.139,1.139,11.083,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35357874,35357924,35360991,35361041,0.42,0.4,0.5617867623084447,1.0
19,35362083,35364035,id3262,1952,8171209,23243581,0,0,1.0,0,0,0,50.333,50.0,50.0,1.0,0.577,1.139,1.139,31.596,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35362033,35362083,35364035,35364085,0.52,0.4,0.6116803278688525,1.0
19,35365361,35373445,id3263,8084,8174487,23234171,0,1,1.0,0,0,0,50.444,50.5,51.0,2.0,0.726,1.139,1.139,5.475,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35365311,35365361,35373445,35373495,0.44,0.46,0.4506432459178624,1.0
19,35382131,35384363,id3264,2232,8191257,23223253,0,0,0.25,0,0,0,53.333,53.5,54.0,1.0,0.577,1.139,1.139,6.73,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,35382081,35382131,35384363,35384413,0.38,0.4,0.43189964157706096,2.0
19,35955987,35957340,id3265,1353,8765113,22650276,0,1,1.0,0,0,0,57.0,57.0,57.0,3.885,1.31,1.443,1.443,58.057,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35955937,35955987,35957340,35957390,0.28,0.52,0.4072431633407243,1.0
19,36267212,36324422,id3266,57210,9076338,22283194,0,2,0.084,16,0,0,24.448,25.0,29.0,8.0,2.295,1.443,1.443,20.089,5.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36267162,36267212,36324422,36324472,0.54,0.42,0.5979024646040902,2.0
19,36494582,36497095,id3267,2513,9303708,22110521,0,0,1.0,0,0,0,22.0,22.0,23.0,2.0,0.816,1.443,1.443,11.54,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36494532,36494582,36497095,36497145,0.26,0.5,0.4572224432948667,1.0
19,36760820,36785923,id3268,25103,9569946,21821693,0,2,0.3,2,0,0,60.154,59.0,60.0,4.0,1.19,1.443,1.443,44.503,5.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36760770,36760820,36785923,36785973,0.48,0.44,0.45643946938612917,2.0
19,36787119,36799888,id3269,12769,9596245,21807728,0,1,0.375,2,0,0,59.571,59.5,60.0,3.0,0.938,1.443,1.443,12.995,29.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36787069,36787119,36799888,36799938,0.5,0.48,0.46565901793405906,3.0
19,36800807,36803186,id3270,2379,9609933,21804430,0,1,1.0,0,0,0,60.0,60.0,60.0,3.885,1.31,1.443,1.443,171.698,307.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36800757,36800807,36803186,36803236,0.62,0.36,0.43883984867591425,2.0
19,36803212,36810564,id3271,7352,9612338,21797052,0,1,0.5,0,0,0,61.625,61.5,63.0,3.0,1.188,1.443,1.443,94.591,307.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36803162,36803212,36810564,36810614,0.28,0.34,0.3986670293797606,1.0
19,37026486,37029999,id3272,3513,9835612,21577617,0,0,1.0,0,0,0,37.2,37.0,37.0,1.0,0.447,0.883,0.883,38.085,4.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,37026436,37026486,37029999,37030049,0.54,0.26,0.37916310845431256,1.0
19,37032766,37037717,id3273,4951,9841892,21569899,0,0,0.174,0,0,0,39.0,38.75,39.0,3.885,1.31,0.883,0.883,10.292,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37032716,37032766,37037717,37037767,0.52,0.58,0.4106241163401333,2.0
19,37042414,37045085,id3274,2671,9851540,21562531,0,0,0.182,0,0,0,39.5,39.0,39.0,1.0,0.577,0.883,0.883,7.46,6.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37042364,37042414,37045085,37045135,0.26,0.32,0.42456008985398724,1.0
19,37151198,37153888,id3275,2690,9960324,21453728,0,1,1.0,0,0,0,52.5,52.5,53.0,1.0,0.577,0.883,0.883,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37151148,37151198,37153888,37153938,0.34,0.3,0.4052044609665427,1.0
19,37184836,37187527,id3276,2691,9993962,21420089,0,1,1.0,0,0,0,60.667,60.5,61.0,1.0,0.577,0.883,0.883,101.299,183.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37184786,37184836,37187527,37187577,0.36,0.3,0.4013377926421405,1.0
19,37254116,37305717,id3277,51601,10063242,21301899,0,2,0.049,14,0,0,61.538,59.0,60.0,8.0,2.164,0.883,0.883,39.701,6.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37254066,37254116,37305717,37305767,0.48,0.54,0.5852793550512587,3.0
19,37311756,37321072,id3278,9316,10120882,21286544,0,1,1.0,2,0,0,58.0,58.0,59.0,3.0,0.894,0.883,0.883,83.013,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37311706,37311756,37321072,37321122,0.44,0.52,0.46157148990983254,1.0
19,37321682,37336202,id3279,14520,10130808,21271414,0,1,0.5,1,0,0,57.375,57.0,59.0,4.0,1.088,0.883,0.883,9.5,13.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37321632,37321682,37336202,37336252,0.6,0.56,0.45853994490358124,1.0
19,37784223,37788384,id3280,4161,10593349,20819232,0,0,1.0,0,0,0,45.2,45.5,46.0,1.0,0.447,0.883,0.883,28.255,80.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,37784173,37784223,37788384,37788434,0.3,0.64,0.38908916125931264,1.0
19,37792670,37794065,id3281,1395,10601796,20813551,0,0,1.0,0,0,0,44.0,44.0,45.0,2.0,1.0,0.883,0.883,34.995,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37792620,37792670,37794065,37794115,0.34,0.4,0.4745519713261649,1.0
19,37796627,37800922,id3282,4295,10605753,20806694,0,0,1.0,0,0,0,42.4,42.0,43.0,2.0,0.894,0.883,0.883,24.126,16.425,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37796577,37796627,37800922,37800972,0.52,0.22,0.4318975552968568,1.0
19,38728991,38730138,id3283,1147,11538117,19877478,0,1,0.0,0,0,0,14.667,14.5,15.0,1.0,0.577,0.546,0.546,15.65,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38728941,38728991,38730138,38730188,0.66,0.14,0.6129032258064516,1.0
19,38769330,38775278,id3284,5948,11578456,19832338,0,1,1.0,1,0,0,23.0,23.5,24.0,2.0,0.577,0.546,0.546,42.52,39.412,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,38769280,38769330,38775278,38775328,0.58,0.38,0.5948217888365838,1.0
19,38786883,38793390,id3285,6507,11596009,19814226,0,1,1.0,1,0,0,26.75,27.0,29.0,4.0,1.282,0.546,0.546,53.438,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38786833,38786883,38793390,38793440,0.5,0.5,0.5896726602120793,1.0
19,39241741,39248900,id3286,7159,12050867,19358716,0,2,1.0,1,0,0,23.625,22.5,23.0,3.0,0.916,1.71,1.71,6.742,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39241691,39241741,39248900,39248950,0.34,0.6,0.5639055734041067,1.0
19,39264089,39273022,id3287,8933,12073215,19334594,0,1,1.0,1,0,0,23.0,23.5,24.0,2.0,0.667,1.71,1.71,148.067,260.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39264039,39264089,39273022,39273072,0.6,0.52,0.5523340423150117,1.0
19,39534557,39536333,id3288,1776,12343683,19071283,0,0,0.0,0,0,0,3.0,3.0,3.0,3.885,1.31,1.71,1.71,136.92,141.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39534507,39534557,39536333,39536383,0.48,0.26,0.43018018018018017,1.0
19,39630558,39632979,id3289,2421,12439684,18974637,0,0,0.0,0,0,0,3.0,3.0,3.0,3.885,1.31,1.71,1.71,13.505,4.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39630508,39630558,39632979,39633029,0.36,0.26,0.33663775299463033,1.0
19,39662280,39667440,id3290,5160,12471406,18940176,0,0,0.154,0,0,0,1.333,1.5,2.0,1.0,0.516,1.71,1.71,7.097,5.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,39662230,39662280,39667440,39667490,0.46,0.42,0.40096899224806204,2.0
19,39873725,39889994,id3291,16269,12682851,18717622,0,1,1.0,3,0,0,15.765,17.0,17.0,2.0,0.752,1.365,1.365,35.293,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39873675,39873725,39889994,39890044,0.68,0.68,0.5404142848361916,1.0
19,39890001,39906246,id3292,16245,12699127,18701370,0,1,1.0,2,0,0,19.875,17.0,17.0,7.0,2.363,1.365,1.365,40.632,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39889951,39890001,39906246,39906296,0.7,0.64,0.5420129270544783,1.0
19,39942631,39943734,id3293,1103,12751757,18663882,0,0,0.667,0,0,0,28.0,28.0,28.0,3.885,1.31,1.365,1.365,15.94,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39942581,39942631,39943734,39943784,0.48,0.46,0.4986400725294651,2.0
19,40808991,40827267,id3294,18276,13618117,17780349,0,1,1.0,2,0,0,73.895,74.0,76.0,5.0,1.729,2.123,2.123,57.057,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40808941,40808991,40827267,40827317,0.6,0.48,0.5347997373604727,1.0
19,40830651,40855617,id3295,24966,13639777,17751999,0,1,1.0,1,0,0,73.462,73.5,74.0,3.0,0.811,2.123,2.123,32.696,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40830601,40830651,40855617,40855667,0.38,0.3,0.47003925338460306,2.0
19,40861515,40887676,id3296,26161,13670641,17719940,0,1,1.0,1,0,0,78.741,78.5,81.0,5.0,1.678,2.123,2.123,42.261,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,40861465,40861515,40887676,40887726,0.4,0.3,0.4639348648751959,1.0
19,40889272,40906189,id3297,16917,13698398,17701427,0,1,1.0,0,0,0,78.722,78.5,79.0,2.0,0.669,2.123,2.123,85.637,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40889222,40889272,40906189,40906239,0.4,0.56,0.45138026836909617,1.0
19,40920540,40954133,id3298,33593,13729666,17653483,0,1,1.0,0,0,0,74.8,75.0,76.0,3.0,0.833,2.123,2.123,88.808,39.412,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,40920490,40920540,40954133,40954183,0.4,0.62,0.4527431310094365,1.0
19,40974644,40978371,id3299,3727,13783770,17629245,0,0,1.0,0,0,0,75.2,75.5,76.0,1.0,0.447,2.123,2.123,70.56,72.51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,40974594,40974644,40978371,40978421,0.1,0.54,0.47330292460423934,1.0
19,40989010,41023060,id3300,34050,13798136,17584556,0,1,1.0,0,0,0,73.371,74.0,75.0,6.0,1.573,2.123,2.123,110.728,320.45,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40988960,40989010,41023060,41023110,0.44,0.48,0.4486049926578561,1.0
19,41024140,41031290,id3301,7150,13833266,17576326,0,0,1.0,1,0,0,72.25,72.5,73.0,1.0,0.463,2.123,2.123,59.825,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41024090,41024140,41031290,41031340,0.52,0.5,0.5206993006993007,1.0
19,41044136,41064439,id3302,20303,13853262,17543177,0,0,1.0,0,0,0,70.238,70.0,70.0,2.0,0.539,2.123,2.123,38.859,4.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41044086,41044136,41064439,41064489,0.48,0.56,0.4463379796089248,1.0
19,41083327,41098301,id3303,14974,13892453,17509315,0,1,1.0,1,0,0,70.25,70.5,72.0,3.0,0.856,2.123,2.123,52.415,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,41083277,41083327,41098301,41098351,0.48,0.38,0.49706157339388274,1.0
19,41120954,41137775,id3304,16821,13930080,17469841,0,1,1.0,4,0,0,70.222,70.0,71.0,2.0,0.732,2.123,2.123,43.834,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41120904,41120954,41137775,41137825,0.6,0.64,0.5369478627905594,1.0
19,41140697,41144713,id3305,4016,13949823,17462903,0,0,1.0,0,0,0,68.6,68.0,69.0,1.0,0.548,2.123,2.123,11.667,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,41140647,41140697,41144713,41144763,0.46,0.32,0.4773406374501992,1.0
19,41506080,41508198,id3306,2118,14315206,17099418,0,0,0.556,0,0,0,7.0,7.0,7.0,3.885,1.31,2.123,2.123,39.513,39.412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41506030,41506080,41508198,41508248,0.4,0.48,0.4627006610009443,3.0
19,41643270,41646306,id3307,3036,14452396,16961310,0,0,0.455,1,0,0,13.5,13.5,14.0,1.0,0.707,2.123,2.123,12.38,39.412,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,41643220,41643270,41646306,41646356,0.3,0.48,0.5882740447957839,2.0
19,41829605,41831275,id3308,1670,14638731,16776341,0,0,0.444,0,0,0,48.0,48.0,48.0,3.885,1.31,1.014,1.014,66.035,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,41829555,41829605,41831275,41831325,0.3,0.48,0.4532934131736527,1.0
19,42702202,42971779,id3309,269577,15511328,15635837,0,7,1.0,0,0,0,32.096,36.0,49.0,28.0,8.075,1.938,1.938,49.468,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42702152,42702202,42971779,42971829,0.08,0.36,0.43126453666299425,2.0
19,42973138,43127048,id3310,153910,15782264,15480568,0,2,1.0,0,0,0,15.181,17.0,24.0,15.0,5.309,2.862,2.862,46.98,8.655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42973088,42973138,43127048,43127098,0.44,0.38,0.4210447664219349,2.0
19,43133183,43242055,id3311,108872,15942309,15365561,0,3,1.0,0,0,0,8.913,9.0,9.0,8.0,1.107,2.862,2.862,27.297,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43133133,43133183,43242055,43242105,0.48,0.28,0.4282000881769417,2.0
19,43248456,43297619,id3312,49163,16057582,15309997,0,2,1.0,0,0,0,10.245,14.0,14.0,11.0,2.117,2.862,2.862,15.562,39.412,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43248406,43248456,43297619,43297669,0.68,0.3,0.4270894778593658,1.0
19,43336250,43351972,id3313,15722,16145376,15255644,0,0,1.0,0,0,0,15.765,16.0,17.0,3.0,1.2,2.862,2.862,21.504,16.81,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,43336200,43336250,43351972,43352022,0.2,0.58,0.46520798880549546,2.0
19,43354470,43365854,id3314,11384,16163596,15241762,0,1,1.0,0,0,0,18.692,18.5,20.0,3.0,1.377,2.862,2.862,13.225,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43354420,43354470,43365854,43365904,0.64,0.62,0.5522663387210119,1.0
19,43366767,43368936,id3315,2169,16175893,15238680,0,0,1.0,0,0,0,20.0,20.0,20.0,3.885,1.31,2.862,2.862,26.237,27.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43366717,43366767,43368936,43368986,0.46,0.42,0.4573536191793453,1.0
19,43369081,43380285,id3316,11204,16178207,15227331,0,0,1.0,0,0,0,21.5,21.0,22.0,3.0,1.168,2.862,2.862,11.989,16.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43369031,43369081,43380285,43380335,0.6,0.56,0.5487325955016066,1.0
19,43381509,43397766,id3317,16257,16190635,15209850,0,1,1.0,0,0,0,22.882,21.667,22.0,3.0,1.111,2.862,2.862,13.485,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,43381459,43381509,43397766,43397816,0.62,0.08,0.4652764962785262,2.0
19,43400930,43404404,id3318,3474,16210056,15203212,0,1,0.0,0,0,0,25.0,25.0,25.0,3.885,1.31,2.862,2.862,13.092,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43400880,43400930,43404404,43404454,0.28,0.28,0.40097869890616006,1.0
19,44352768,44416314,id3319,63546,17161894,14191302,0,2,0.154,1,0,0,46.594,49.5,55.0,14.0,3.628,2.791,2.791,50.797,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44352718,44352768,44416314,44416364,0.14,0.6,0.40443143549554655,4.0
19,44416416,44419262,id3320,2846,17225542,14188354,0,0,0.0,0,0,0,43.25,43.5,44.0,1.0,0.5,2.791,2.791,11.77,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44416366,44416416,44419262,44419312,0.56,0.64,0.39072382290934643,1.0
19,44453410,44473355,id3321,19945,17262536,14134261,0,0,0.105,0,0,1,32.667,33.0,35.0,4.0,1.354,2.791,2.791,98.156,22.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44453360,44453410,44473355,44473405,0.52,0.72,0.43464527450488843,4.0
19,44888106,44889222,id3322,1116,17697232,13718394,0,0,0.0,0,0,0,75.5,75.5,76.0,1.0,0.707,2.135,2.135,142.548,119.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44888056,44888106,44889222,44889272,0.52,0.54,0.5412186379928315,1.0
19,46121915,46123618,id3323,1703,18931041,12483998,0,1,0.5,0,0,0,31.667,31.5,32.0,1.0,0.577,5.192,5.192,6.49,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46121865,46121915,46123618,46123668,0.32,0.5,0.3247210804462713,1.0
19,46195629,46196673,id3324,1044,19004755,12410943,0,1,1.0,0,0,0,26.5,26.5,27.0,1.0,0.707,5.192,5.192,5.403,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46195579,46195629,46196673,46196723,0.4,0.64,0.5919540229885057,1.0
19,46213817,46216419,id3325,2602,19022943,12391197,0,1,1.0,0,0,0,24.75,25.0,26.0,2.0,0.957,5.192,5.192,9.063,53.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46213767,46213817,46216419,46216469,0.58,0.2,0.4638739431206764,1.0
19,46232974,46235575,id3326,2601,19042100,12372041,0,0,1.0,0,0,0,25.25,25.5,26.0,1.0,0.5,5.192,5.192,34.12,54.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46232924,46232974,46235575,46235625,0.54,0.32,0.4532871972318339,1.0
19,46261137,46262181,id3327,1044,19070263,12345435,0,0,1.0,0,0,0,18.5,18.5,19.0,1.0,0.707,5.192,5.192,56.8,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46261087,46261137,46262181,46262231,0.6,0.54,0.5919540229885057,1.0
19,46375375,46376703,id3328,1328,19184501,12230913,0,1,1.0,0,0,0,7.0,7.0,7.0,3.885,1.31,5.192,5.192,7.31,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46375325,46375375,46376703,46376753,0.56,0.58,0.5707831325301205,1.0
19,46525533,46527299,id3330,1766,19334659,12080317,0,1,1.0,0,0,0,24.5,24.5,25.0,1.0,0.707,5.192,5.192,7.02,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46525483,46525533,46527299,46527349,0.36,0.48,0.5566251415628539,1.0
19,46558680,46559828,id3331,1148,19367806,12047788,0,1,1.0,0,0,0,28.5,28.5,29.0,1.0,0.707,5.192,5.192,19.426,55.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46558630,46558680,46559828,46559878,0.5,0.38,0.5357142857142857,1.0
